id,country,league,season,date,time,home_team,away_team,home_goals,away_goals,result,psc_home,psc_draw,psc_away,max_ch,max_cd,home_avg_scored,home_avg_conceded,away_avg_scored,away_avg_conceded,diff_avg_scored,diff_avg_conceded,result_code,home_sequence,away_sequence
768,Mexico,Liga MX,2014/2015,2014-10-04,23:00,Veracruz,Tigres UANL,0,1,A,3.97,3.15,2.2,4.15,3.3,0.8,0.6,2.4,1.4,-1.5999999999999999,-0.7999999999999999,2,[0 1 0 2 0],[0 1 2 2 1]
769,Mexico,Liga MX,2014/2015,2014-10-05,01:00,Monterrey,Club Tijuana,1,1,D,2.25,3.27,3.64,2.25,3.4,1.8,0.6,0.6,1.0,1.2000000000000002,-0.4,1,[2 1 2 2 0],[2 2 2 1 2]
770,Mexico,Liga MX,2014/2015,2014-10-05,02:00,Santos Laguna,Monarcas,2,2,D,1.68,4.25,5.2,1.73,4.25,1.8,1.6,1.4,2.4,0.40000000000000013,-0.7999999999999998,1,[1 2 0 0 1],[0 1 0 2 0]
771,Mexico,Liga MX,2014/2015,2014-10-05,02:06,Pachuca,Chiapas,2,0,H,2.0,3.45,4.26,2.0,3.54,1.8,1.2,1.6,1.8,0.19999999999999996,-0.6000000000000001,0,[1 0 1 2 0],[2 1 2 0 2]
772,Mexico,Liga MX,2014/2015,2014-10-05,03:00,Leones Negros,UNAM Pumas,1,0,H,2.71,3.1,2.99,2.94,3.2,0.4,0.6,1.6,1.4,-1.2000000000000002,-0.7999999999999999,0,[0 1 0 0 1],[2 1 2 1 2]
773,Mexico,Liga MX,2014/2015,2014-10-05,18:00,Toluca,Puebla,1,1,D,1.61,3.92,6.7,1.7,3.92,2.2,0.6,0.4,0.6,1.8000000000000003,0.0,1,[2 0 0 0 1],[0 0 1 0 0]
774,Mexico,Liga MX,2014/2015,2014-10-05,23:00,Guadalajara Chivas,Atlas,0,1,A,2.83,3.09,2.87,2.84,3.2,0.8,1.0,1.2,1.2,-0.3999999999999999,-0.19999999999999996,2,[1 2 0 1 0],[1 1 2 0 2]
775,Mexico,Liga MX,2014/2015,2014-10-18,01:30,Monarcas,Veracruz,0,1,A,1.99,3.26,4.59,2.1,3.5,0.6,2.2,0.4,1.4,0.19999999999999996,0.8000000000000003,2,[1 0 2 0 1],[1 0 2 0 0]
776,Mexico,Liga MX,2014/2015,2014-10-18,03:30,Club Tijuana,Queretaro,2,1,H,2.35,3.36,3.33,2.35,3.45,1.6,0.8,2.0,1.4,-0.3999999999999999,-0.5999999999999999,0,[2 1 1 0 0],[2 2 2 0 1]
777,Mexico,Liga MX,2014/2015,2014-10-18,23:00,Club America,Monterrey,2,0,H,1.82,3.71,4.88,1.82,3.85,1.8,1.0,1.2,0.8,0.6000000000000001,0.19999999999999996,0,[1 2 0 0 2],[0 1 1 0 1]
778,Mexico,Liga MX,2014/2015,2014-10-18,23:00,Puebla,Leones Negros,1,1,D,2.13,3.17,4.15,2.21,3.3,1.2,2.0,0.4,1.4,0.7999999999999999,0.6000000000000001,1,[1 1 1 0 1],[1 0 0 1 2]
779,Mexico,Liga MX,2014/2015,2014-10-19,01:00,Tigres UANL,Cruz Azul,1,0,H,2.37,3.26,3.38,2.4,3.3,1.2,1.4,0.6,1.2,0.6,0.19999999999999996,0,[1 1 0 1 0],[1 2 1 2 1]
780,Mexico,Liga MX,2014/2015,2014-10-19,02:06,Club Leon,Guadalajara Chivas,2,1,H,1.93,3.46,4.51,1.99,3.5,2.2,1.4,0.4,1.4,1.8000000000000003,0.0,0,[1 2 2 0 2],[0 0 1 1 1]
781,Mexico,Liga MX,2014/2015,2014-10-19,03:00,Atlas,Toluca,0,2,A,2.71,2.95,3.17,2.71,3.2,2.0,1.0,0.8,1.4,1.2,-0.3999999999999999,2,[1 0 1 1 1],[2 1 1 0 2]
782,Mexico,Liga MX,2014/2015,2014-10-19,03:00,Chiapas,Santos Laguna,2,0,H,2.25,3.47,3.42,2.3,3.5,1.4,1.0,0.8,1.2,0.5999999999999999,-0.19999999999999996,0,[0 2 0 1 1],[2 2 2 2 2]
783,Mexico,Liga MX,2014/2015,2014-10-19,18:00,UNAM Pumas,Pachuca,1,1,D,2.75,3.27,2.81,2.8,3.3,1.0,1.4,0.8,1.6,0.19999999999999996,-0.20000000000000018,1,[2 2 2 1 2],[2 0 2 0 2]
784,Mexico,Liga MX,2014/2015,2014-10-25,01:30,Queretaro,Club America,3,2,H,3.88,3.2,2.18,3.88,3.4,0.6,1.0,1.2,1.0,-0.6,0.0,0,[2 1 0 0 0],[2 2 2 0 2]
785,Mexico,Liga MX,2014/2015,2014-10-25,03:30,Santos Laguna,UNAM Pumas,1,1,D,1.8,3.84,4.8,1.8,3.84,2.0,1.8,1.4,1.2,0.6000000000000001,0.6000000000000001,1,[0 0 1 1 0],[2 1 2 0 1]
786,Mexico,Liga MX,2014/2015,2014-10-25,23:00,Cruz Azul,Monarcas,3,1,H,1.63,4.05,6.07,1.7,4.05,1.8,0.6,1.8,2.0,0.0,-1.4,0,[2 2 2 2 2],[1 2 2 2 2]
787,Mexico,Liga MX,2014/2015,2014-10-25,23:00,Veracruz,Chiapas,1,2,A,3.12,3.16,2.58,3.3,3.3,0.8,0.6,1.2,1.4,-0.3999999999999999,-0.7999999999999999,2,[0 2 0 0 2],[1 1 1 0 2]
788,Mexico,Liga MX,2014/2015,2014-10-26,00:00,Monterrey,Tigres UANL,2,2,D,2.99,3.21,2.64,2.99,3.25,1.4,0.6,2.4,1.2,-1.0,-0.6,1,[2 1 1 2 0],[1 0 1 0 0]
789,Mexico,Liga MX,2014/2015,2014-10-26,01:06,Pachuca,Leones Negros,0,0,D,1.69,3.81,5.84,1.72,3.81,2.2,1.0,0.6,1.4,1.6,-0.3999999999999999,1,[0 0 2 2 1],[0 0 1 2 1]
790,Mexico,Liga MX,2014/2015,2014-10-26,02:00,Atlas,Puebla,2,1,H,1.85,3.52,4.93,1.9,3.6,1.2,1.0,0.4,0.8,0.7999999999999999,0.19999999999999996,0,[2 0 2 2 0],[1 1 0 1 1]
791,Mexico,Liga MX,2014/2015,2014-10-26,18:00,Toluca,Club Leon,2,3,A,2.04,3.44,4.03,2.05,3.6,2.0,0.6,0.8,1.6,1.2,-1.0,2,[0 1 1 2 0],[2 2 1 1 2]
792,Mexico,Liga MX,2014/2015,2014-10-26,23:00,Guadalajara Chivas,Club Tijuana,3,3,D,2.19,3.28,3.79,2.6,3.3,0.8,1.0,0.6,0.8,0.20000000000000007,0.19999999999999996,1,[0 0 0 1 1],[2 0 1 0 2]
793,Mexico,Liga MX,2014/2015,2014-11-01,01:30,Monarcas,Monterrey,2,1,H,2.74,3.42,2.73,3.04,3.42,0.6,2.0,1.0,1.2,-0.4,0.8,0,[2 0 1 0 0],[2 2 1 0 1]
794,Mexico,Liga MX,2014/2015,2014-11-01,02:30,Club Tijuana,Toluca,0,1,A,2.2,3.35,3.69,2.5,3.4,1.8,0.8,1.0,1.0,0.8,-0.19999999999999996,2,[0 1 1 2 1],[1 2 1 2 0]
795,Mexico,Liga MX,2014/2015,2014-11-01,23:00,Club America,Guadalajara Chivas,0,0,D,1.56,4.32,6.22,1.61,4.32,1.8,0.8,0.6,1.6,1.2000000000000002,-0.8,1,[2 2 0 2 0],[1 0 0 0 1]
796,Mexico,Liga MX,2014/2015,2014-11-01,23:00,Puebla,Pachuca,1,1,D,3.08,3.19,2.58,3.3,3.23,1.4,1.4,1.0,1.4,0.3999999999999999,0.0,1,[1 2 0 2 0],[1 0 1 2 1]
797,Mexico,Liga MX,2014/2015,2014-11-02,01:00,Tigres UANL,Queretaro,1,0,H,1.79,3.73,4.94,1.87,3.75,0.6,1.0,2.0,1.8,-1.4,-0.8,0,[2 1 2 2 1],[1 0 0 0 2]
798,Mexico,Liga MX,2014/2015,2014-11-02,02:06,Club Leon,Atlas,4,0,H,2.08,3.49,3.85,2.15,3.49,1.8,1.6,1.0,1.2,0.8,0.40000000000000013,0,[1 2 0 2 2],[1 0 0 0 1]
799,Mexico,Liga MX,2014/2015,2014-11-02,03:00,Chiapas,Cruz Azul,0,0,D,2.92,3.17,2.69,3.0,3.25,1.4,0.8,0.4,1.2,0.9999999999999999,-0.3999999999999999,1,[1 1 0 2 2],[2 1 2 0 2]
800,Mexico,Liga MX,2014/2015,2014-11-02,03:00,Leones Negros,Santos Laguna,1,1,D,3.2,3.27,2.42,3.25,3.34,0.6,0.4,0.8,1.6,-0.20000000000000007,-1.2000000000000002,1,[0 1 2 1 1],[0 1 1 0 1]
801,Mexico,Liga MX,2014/2015,2014-11-02,18:00,UNAM Pumas,Veracruz,0,0,D,2.16,3.56,3.61,2.19,3.56,1.2,1.4,0.6,1.4,0.6,0.0,1,[0 0 2 0 1],[0 1 0 1 2]
802,Mexico,Liga MX,2014/2015,2014-11-08,01:30,Queretaro,Monarcas,2,0,H,1.81,3.77,4.78,1.85,3.77,1.2,1.4,1.6,2.0,-0.40000000000000013,-0.6000000000000001,0,[0 0 0 2 0],[0 1 0 0 2]
803,Mexico,Liga MX,2014/2015,2014-11-08,03:30,Santos Laguna,Pachuca,2,1,H,2.22,3.55,3.42,2.22,3.57,1.8,1.4,1.2,1.0,0.6000000000000001,0.3999999999999999,0,[1 2 0 0 2],[2 0 2 1 2]
804,Mexico,Liga MX,2014/2015,2014-11-08,23:00,Cruz Azul,UNAM Pumas,0,2,A,1.68,3.83,5.78,1.8,3.91,2.2,0.8,1.4,1.0,0.8000000000000003,-0.19999999999999996,2,[1 2 0 2 1],[2 0 1 1 1]
805,Mexico,Liga MX,2014/2015,2014-11-08,23:00,Veracruz,Leones Negros,0,1,A,2.72,3.06,3.02,2.72,3.25,0.6,0.8,0.4,1.2,0.19999999999999996,-0.3999999999999999,2,[0 0 2 0 1],[1 2 1 1 1]
806,Mexico,Liga MX,2014/2015,2014-11-09,01:00,Monterrey,Chiapas,1,2,A,2.0,3.51,4.16,2.13,3.51,1.8,1.0,1.4,1.2,0.40000000000000013,-0.19999999999999996,2,[2 1 0 1 0],[1 0 2 2 1]
807,Mexico,Liga MX,2014/2015,2014-11-09,02:06,Club Leon,Puebla,0,0,D,1.59,4.17,6.35,1.68,4.17,2.2,1.4,0.6,1.0,1.6,0.3999999999999999,1,[0 2 2 2 2],[0 1 1 0 1]
808,Mexico,Liga MX,2014/2015,2014-11-09,03:00,Atlas,Club Tijuana,1,1,D,2.37,3.4,3.24,2.4,3.4,1.4,1.2,1.2,1.4,0.19999999999999996,-0.19999999999999996,1,[0 0 2 1 0],[2 1 1 2 0]
809,Mexico,Liga MX,2014/2015,2014-11-09,18:00,Toluca,Club America,2,2,D,3.03,3.21,2.58,3.13,3.25,1.8,1.2,1.2,1.6,0.6000000000000001,-0.40000000000000013,1,[2 2 2 2 1],[2 1 1 2 0]
810,Mexico,Liga MX,2014/2015,2014-11-09,23:00,Guadalajara Chivas,Tigres UANL,0,0,D,2.72,3.32,2.82,2.88,3.32,1.4,1.6,2.6,1.4,-1.2000000000000002,0.20000000000000018,1,[1 0 2 2 0],[0 1 1 1 2]
811,Mexico,Liga MX,2014/2015,2014-11-15,23:00,Monterrey,Guadalajara Chivas,1,0,H,2.03,3.54,4.0,1.9,3.77,1.4,1.2,0.4,1.6,0.9999999999999999,-0.40000000000000013,0,[0 0 0 1 2],[0 0 1 0 2]
812,Mexico,Liga MX,2014/2015,2014-11-22,01:30,Monarcas,Guadalajara Chivas,1,2,A,2.56,3.04,3.2,2.57,3.1,1.0,2.2,0.4,1.2,0.6,1.0000000000000002,2,[1 0 0 2 0],[0 1 1 1 0]
813,Mexico,Liga MX,2014/2015,2014-11-22,03:30,Club Tijuana,Club Leon,3,2,H,3.51,3.56,2.17,3.6,3.58,1.4,0.8,1.0,1.4,0.3999999999999999,-0.5999999999999999,0,[1 2 2 1 0],[2 2 0 2 2]
814,Mexico,Liga MX,2014/2015,2014-11-22,23:00,Club America,Atlas,1,2,A,1.81,3.63,4.92,1.84,3.63,1.2,0.4,0.8,2.0,0.3999999999999999,-1.6,2,[0 2 0 1 1],[2 0 2 0 1]
815,Mexico,Liga MX,2014/2015,2014-11-22,23:00,Puebla,Santos Laguna,3,3,D,3.1,3.39,2.45,3.14,3.4,1.4,1.4,0.8,1.8,0.5999999999999999,-0.40000000000000013,1,[0 1 2 1 1],[1 2 0 0 2]
816,Mexico,Liga MX,2014/2015,2014-11-23,01:00,Leones Negros,Cruz Azul,1,1,D,3.11,3.03,2.64,3.2,3.1,0.8,0.6,0.2,0.6,0.6000000000000001,0.0,1,[2 1 1 1 2],[2 0 2 1 0]
817,Mexico,Liga MX,2014/2015,2014-11-23,01:00,Tigres UANL,Toluca,2,1,H,2.08,3.37,4.05,2.32,3.37,0.8,0.6,1.2,1.0,-0.3999999999999999,-0.4,0,[2 2 1 2 1],[1 2 0 2 1]
818,Mexico,Liga MX,2014/2015,2014-11-23,02:06,Pachuca,Veracruz,1,0,H,1.68,3.86,5.91,1.73,3.86,1.6,1.0,0.6,1.4,1.0,-0.3999999999999999,0,[2 1 1 1 0],[0 2 0 1 0]
819,Mexico,Liga MX,2014/2015,2014-11-23,03:00,Chiapas,Queretaro,2,1,H,2.1,3.43,3.86,2.13,3.43,0.8,0.4,1.4,1.6,-0.5999999999999999,-1.2000000000000002,0,[0 0 0 0 1],[0 0 0 1 0]
820,Mexico,Liga MX,2014/2015,2014-11-23,18:00,UNAM Pumas,Monterrey,4,2,H,1.99,3.4,4.38,2.25,3.47,1.2,1.2,1.0,1.2,0.19999999999999996,0.0,0,[2 0 1 2 0],[1 2 2 0 1]
821,Mexico,Liga MX,2014/2015,2014-11-27,02:06,Pachuca,Tigres UANL,1,1,D,2.59,3.19,3.08,2.64,3.3,1.2,0.8,1.6,1.2,-0.40000000000000013,-0.3999999999999999,1,[1 1 1 0 2],[2 1 2 1 2]
822,Mexico,Liga MX,2014/2015,2014-11-27,04:00,UNAM Pumas,Club America,1,0,H,4.13,3.4,2.05,4.6,3.5,1.8,1.4,1.6,2.0,0.19999999999999996,-0.6000000000000001,0,[1 1 1 2 2],[2 0 1 1 0]
823,Mexico,Liga MX,2014/2015,2014-11-28,01:00,Monterrey,Atlas,0,1,A,2.65,3.17,3.02,2.65,3.25,1.4,1.2,1.0,1.6,0.3999999999999999,-0.40000000000000013,2,[1 0 0 2 0],[0 2 0 1 2]
824,Mexico,Liga MX,2014/2015,2014-11-28,03:00,Chiapas,Toluca,1,1,D,2.25,3.26,3.64,2.3,3.26,1.2,0.6,1.4,0.8,-0.19999999999999996,-0.20000000000000007,1,[2 2 1 2 2],[2 0 2 1 0]
825,Mexico,Liga MX,2014/2015,2014-11-29,23:00,Club America,UNAM Pumas,1,0,H,1.61,4.01,6.45,1.75,4.25,1.4,0.6,1.6,1.0,-0.20000000000000018,-0.4,0,[1 1 2 1 1],[2 1 0 2 2]
826,Mexico,Liga MX,2014/2015,2014-11-30,01:00,Tigres UANL,Pachuca,1,1,D,1.94,3.34,4.74,1.96,3.5,1.2,0.4,1.0,1.2,0.19999999999999996,-0.7999999999999999,1,[1 2 1 1 0],[2 1 1 0 0]
827,Mexico,Liga MX,2014/2015,2014-11-30,18:00,Toluca,Chiapas,1,1,D,2.02,3.4,4.16,2.09,3.4,1.8,1.4,1.4,1.4,0.40000000000000013,0.0,1,[0 2 1 0 1],[2 1 2 2 1]
828,Mexico,Liga MX,2014/2015,2014-12-01,00:00,Atlas,Monterrey,0,2,A,2.26,3.42,3.43,2.26,3.42,1.4,1.2,1.2,2.0,0.19999999999999996,-0.8,2,[0 0 2 1 1],[2 0 1 0 0]
829,Mexico,Liga MX,2014/2015,2014-12-05,01:00,Toluca,Tigres UANL,0,0,D,2.57,3.06,3.23,2.64,3.15,1.8,1.6,1.4,1.0,0.40000000000000013,0.6000000000000001,1,[2 1 0 1 1],[2 1 2 1 1]
830,Mexico,Liga MX,2014/2015,2014-12-05,03:00,Monterrey,Club America,0,3,A,3.0,3.07,2.72,3.13,3.2,1.0,1.2,1.6,2.2,-0.6000000000000001,-1.0000000000000002,2,[0 1 0 0 2],[2 2 0 0 0]
831,Mexico,Liga MX,2014/2015,2014-12-07,22:00,Tigres UANL,Toluca,0,0,D,2.16,3.34,3.83,2.19,3.34,1.2,0.6,1.2,0.8,0.0,-0.20000000000000007,1,[2 2 1 1 0],[2 2 2 2 2]
832,Mexico,Liga MX,2014/2015,2014-12-08,00:00,Club America,Monterrey,0,0,D,1.78,3.82,5.02,1.83,3.82,1.2,0.4,1.6,1.8,-0.40000000000000013,-1.4,1,[1 0 0 2 2],[2 0 0 2 0]
833,Mexico,Liga MX,2014/2015,2014-12-12,02:30,Tigres UANL,Club America,1,0,H,2.57,3.14,3.15,2.63,3.15,1.0,0.4,1.4,2.0,-0.3999999999999999,-1.6,0,[1 1 0 2 1],[2 2 2 1 2]
834,Mexico,Liga MX,2014/2015,2014-12-15,00:00,Club America,Tigres UANL,3,0,H,2.02,3.29,4.35,2.05,3.6,0.8,0.4,0.8,0.6,0.0,-0.19999999999999996,0,[1 0 2 0 0],[2 1 2 1 1]
835,Mexico,Liga MX,2014/2015,2015-01-10,02:00,Santos Laguna,Veracruz,1,2,A,1.61,3.93,6.71,1.65,4.0,1.6,1.6,0.4,1.2,1.2000000000000002,0.40000000000000013,2,[0 1 1 2 1],[2 0 1 0 0]
836,Mexico,Liga MX,2014/2015,2015-01-10,03:30,Monarcas,Toluca,0,0,D,2.63,3.1,3.11,2.7,3.2,1.0,1.6,1.0,0.6,0.0,1.0,1,[0 0 2 0 0],[0 1 1 1 1]
837,Mexico,Liga MX,2014/2015,2015-01-10,23:00,Club America,Club Leon,3,2,H,1.83,3.76,4.68,1.9,3.79,1.0,0.4,1.4,1.8,-0.3999999999999999,-1.4,0,[2 1 1 2 0],[1 2 2 1 2]
838,Mexico,Liga MX,2014/2015,2015-01-10,23:00,Puebla,Club Tijuana,2,1,H,2.15,3.32,3.81,2.25,3.35,1.4,1.6,1.2,1.4,0.19999999999999996,0.20000000000000018,0,[0 2 0 1 1],[1 0 2 1 1]
839,Mexico,Liga MX,2014/2015,2015-01-11,01:00,Tigres UANL,Atlas,0,1,A,2.02,3.36,4.31,2.15,3.4,1.0,0.4,1.0,1.4,0.0,-0.9999999999999999,2,[1 1 1 2 0],[0 1 2 2 0]
840,Mexico,Liga MX,2014/2015,2015-01-11,03:00,Chiapas,Guadalajara Chivas,2,1,H,2.27,3.15,3.74,2.3,3.2,1.2,0.6,0.8,1.4,0.3999999999999999,-0.7999999999999999,0,[0 0 1 1 0],[2 1 2 1 0]
841,Mexico,Liga MX,2014/2015,2015-01-11,03:00,Pachuca,Cruz Azul,0,1,A,2.7,3.09,3.02,2.75,3.1,1.2,0.8,0.4,0.8,0.7999999999999999,0.0,2,[1 0 2 1 1],[0 2 1 0 1]
842,Mexico,Liga MX,2014/2015,2015-01-11,18:00,UNAM Pumas,Queretaro,1,1,D,2.27,3.28,3.58,2.27,3.3,1.6,1.0,1.4,1.6,0.20000000000000018,-0.6000000000000001,1,[1 2 2 2 0],[0 2 0 2 0]
843,Mexico,Liga MX,2014/2015,2015-01-11,23:00,Leones Negros,Monterrey,1,0,H,2.74,3.0,3.06,2.77,3.1,0.8,0.8,1.0,1.6,-0.19999999999999996,-0.8,0,[1 1 1 2 1],[0 0 2 0 1]
844,Mexico,Liga MX,2014/2015,2015-01-17,01:30,Queretaro,Leones Negros,1,0,H,2.34,2.91,3.9,2.4,3.4,1.6,1.2,0.6,0.6,1.0,0.6,0,[2 0 2 0 1],[1 1 2 1 2]
845,Mexico,Liga MX,2014/2015,2015-01-17,02:30,Veracruz,Puebla,3,1,H,2.78,2.89,3.12,2.8,3.1,0.6,1.0,0.6,0.8,0.0,0.19999999999999996,0,[0 1 0 0 2],[0 1 1 1 2]
846,Mexico,Liga MX,2014/2015,2015-01-17,03:30,Club Tijuana,Club America,1,0,H,3.38,3.22,2.39,3.38,3.3,1.8,1.0,1.4,1.4,0.40000000000000013,-0.3999999999999999,0,[1 1 2 0 1],[0 2 0 0 2]
847,Mexico,Liga MX,2014/2015,2015-01-17,23:00,Cruz Azul,Santos Laguna,1,0,H,1.96,3.57,4.25,2.0,3.57,1.8,1.0,1.2,2.2,0.6000000000000001,-1.2000000000000002,0,[2 0 2 2 2],[2 1 1 2 2]
848,Mexico,Liga MX,2014/2015,2015-01-18,01:00,Monterrey,Pachuca,1,0,H,2.21,3.31,3.69,2.44,3.31,0.8,1.6,1.0,1.0,-0.19999999999999996,0.6000000000000001,0,[0 2 1 2 0],[2 0 2 1 0]
849,Mexico,Liga MX,2014/2015,2015-01-18,02:06,Club Leon,Tigres UANL,0,1,A,2.16,3.24,3.95,2.2,3.3,2.0,1.0,0.6,1.2,1.4,-0.19999999999999996,2,[2 2 1 0 0],[1 1 2 0 0]
850,Mexico,Liga MX,2014/2015,2015-01-18,03:00,Atlas,Monarcas,2,1,H,2.52,3.15,3.22,2.52,3.2,1.0,1.4,1.2,1.8,-0.19999999999999996,-0.40000000000000013,0,[1 2 2 0 2],[0 2 0 0 1]
851,Mexico,Liga MX,2014/2015,2015-01-18,18:00,Toluca,Chiapas,3,0,H,2.09,3.22,4.24,2.11,3.3,1.2,1.4,1.4,1.4,-0.19999999999999996,0.0,0,[2 0 0 0 1],[1 0 0 1 2]
852,Mexico,Liga MX,2014/2015,2015-01-18,23:00,Guadalajara Chivas,UNAM Pumas,2,1,H,2.19,3.17,3.95,2.24,3.3,0.8,1.6,1.0,0.8,-0.19999999999999996,0.8,0,[1 0 0 1 0],[0 2 0 1 1]
853,Mexico,Liga MX,2014/2015,2015-01-24,01:30,Monarcas,Club Leon,0,0,D,2.9,3.2,2.71,2.9,3.3,0.6,1.0,1.8,2.0,-1.2000000000000002,-1.0,1,[2 0 1 0 2],[2 0 1 1 2]
854,Mexico,Liga MX,2014/2015,2015-01-24,02:30,Veracruz,Cruz Azul,0,0,D,3.45,3.01,2.48,3.5,3.2,1.0,1.0,0.4,0.4,0.6,0.6,1,[1 0 0 2 2],[1 0 1 2 2]
855,Mexico,Liga MX,2014/2015,2015-01-24,03:30,Santos Laguna,Monterrey,4,1,H,2.1,3.37,3.97,2.15,3.4,1.4,2.0,1.0,1.4,0.3999999999999999,0.6000000000000001,0,[2 2 1 1 2],[2 1 2 0 2]
856,Mexico,Liga MX,2014/2015,2015-01-24,23:00,Club America,Puebla,0,0,D,1.55,4.1,7.06,1.6,4.5,1.6,0.8,0.6,1.2,1.0,-0.3999999999999999,1,[0 2 1 1 2],[0 2 0 0 0]
857,Mexico,Liga MX,2014/2015,2015-01-25,01:00,Tigres UANL,Club Tijuana,1,2,A,1.83,3.41,5.36,1.86,3.55,0.8,0.6,1.2,1.6,-0.3999999999999999,-1.0,2,[1 2 0 0 2],[0 1 2 0 2]
858,Mexico,Liga MX,2014/2015,2015-01-25,02:06,Pachuca,Queretaro,2,1,H,2.53,3.14,3.21,2.66,3.2,0.8,0.4,0.8,1.6,0.0,-1.2000000000000002,0,[2 1 1 0 0],[0 2 0 1 2]
859,Mexico,Liga MX,2014/2015,2015-01-25,03:00,Chiapas,Atlas,3,1,H,2.22,3.2,3.79,2.31,3.24,1.4,0.6,1.0,1.0,0.3999999999999999,-0.4,0,[1 0 1 2 2],[1 0 1 1 1]
860,Mexico,Liga MX,2014/2015,2015-01-25,18:00,UNAM Pumas,Toluca,3,2,H,2.91,3.14,2.76,2.91,3.2,1.4,0.8,0.6,0.6,0.7999999999999999,0.20000000000000007,0,[2 2 0 1 0],[1 1 1 1 2]
861,Mexico,Liga MX,2014/2015,2015-01-25,23:00,Leones Negros,Guadalajara Chivas,1,1,D,2.94,2.91,2.93,2.94,3.06,1.0,0.8,0.8,1.2,0.19999999999999996,-0.3999999999999999,1,[1 2 1 2 0],[1 0 2 0 2]
862,Mexico,Liga MX,2014/2015,2015-01-31,01:30,Queretaro,Santos Laguna,0,1,A,2.71,3.24,2.88,2.71,3.25,1.6,1.0,1.0,1.6,0.6000000000000001,-0.6000000000000001,2,[0 2 0 1 2],[2 2 2 0 1]
863,Mexico,Liga MX,2014/2015,2015-01-31,03:30,Club Tijuana,Monarcas,4,2,H,1.74,3.81,5.33,1.95,3.81,1.2,0.8,1.2,2.0,0.0,-1.2,0,[2 0 1 2 0],[1 0 0 1 2]
864,Mexico,Liga MX,2014/2015,2015-01-31,23:00,Club America,Tigres UANL,1,0,H,2.03,3.4,4.2,2.03,3.4,1.4,0.4,0.4,0.8,0.9999999999999999,-0.4,0,[1 0 2 0 0],[2 1 2 1 1]
865,Mexico,Liga MX,2014/2015,2015-01-31,23:00,Puebla,Cruz Azul,0,0,D,3.78,3.14,2.26,3.78,3.15,1.6,1.6,0.4,0.4,1.2000000000000002,1.2000000000000002,1,[1 1 2 0 1],[0 1 2 2 1]
866,Mexico,Liga MX,2014/2015,2015-02-01,01:00,Guadalajara Chivas,Pachuca,1,0,H,2.29,3.17,3.67,2.55,3.25,1.0,1.0,0.8,1.2,0.19999999999999996,-0.19999999999999996,0,[1 2 1 2 1],[2 2 2 0 2]
867,Mexico,Liga MX,2014/2015,2015-02-01,01:00,Monterrey,Veracruz,1,1,D,1.95,3.33,4.67,2.01,3.33,0.6,1.2,0.6,0.8,0.0,0.3999999999999999,1,[0 1 0 2 0],[0 0 2 2 1]
868,Mexico,Liga MX,2014/2015,2015-02-01,02:06,Club Leon,Chiapas,1,1,D,1.91,3.63,4.44,1.93,3.63,1.4,1.0,1.0,1.6,0.3999999999999999,-0.6000000000000001,1,[1 0 0 0 1],[1 1 2 0 2]
869,Mexico,Liga MX,2014/2015,2015-02-01,03:00,Atlas,UNAM Pumas,1,1,D,2.54,3.07,3.27,2.55,3.2,1.0,1.4,0.8,1.0,0.19999999999999996,0.3999999999999999,1,[0 1 0 1 0],[0 1 0 0 1]
870,Mexico,Liga MX,2014/2015,2015-02-01,18:00,Toluca,Leones Negros,3,1,H,1.93,3.29,4.88,2.01,3.35,1.6,1.2,0.6,0.6,1.0,0.6,0,[1 1 1 2 0],[2 1 2 0 1]
871,Mexico,Liga MX,2014/2015,2015-02-07,01:30,Monarcas,Club America,2,2,D,4.0,3.49,2.05,4.1,3.5,0.6,0.8,1.0,1.0,-0.4,-0.19999999999999996,1,[0 2 0 2 1],[2 2 1 0 2]
872,Mexico,Liga MX,2014/2015,2015-02-07,02:30,Veracruz,Queretaro,1,1,D,2.52,2.97,3.41,2.55,3.1,0.8,1.0,0.8,1.6,0.0,-0.6000000000000001,1,[1 2 2 2 1],[0 2 1 0 1]
873,Mexico,Liga MX,2014/2015,2015-02-07,03:30,Santos Laguna,Guadalajara Chivas,1,0,H,1.9,3.53,4.56,1.93,3.53,2.0,1.4,0.8,1.0,1.2,0.3999999999999999,0,[0 0 2 0 1],[2 0 0 0 1]
874,Mexico,Liga MX,2014/2015,2015-02-07,23:00,Cruz Azul,Monterrey,1,0,H,1.78,3.35,6.04,1.85,3.5,1.8,0.6,1.0,1.8,0.8,-1.2000000000000002,0,[0 2 2 2 0],[0 2 1 1 0]
875,Mexico,Liga MX,2014/2015,2015-02-08,01:00,Tigres UANL,Puebla,1,0,H,1.76,3.55,5.51,1.8,3.7,0.6,0.8,0.6,1.2,0.0,-0.3999999999999999,0,[0 0 2 0 0],[1 2 0 1 1]
876,Mexico,Liga MX,2014/2015,2015-02-08,02:06,Pachuca,Toluca,1,1,D,2.84,3.15,2.77,2.84,3.18,0.8,0.6,0.8,1.2,0.0,-0.6,1,[1 0 0 2 0],[1 1 2 0 2]
877,Mexico,Liga MX,2014/2015,2015-02-08,03:00,Chiapas,Club Tijuana,2,2,D,2.26,3.29,3.56,2.27,3.34,1.6,0.8,1.6,1.6,0.0,-0.8,1,[1 2 0 2 1],[2 0 2 2 2]
